date,sheet,age,measure,value
Oct-Dec 2001,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.550918877727412
Jan-Mar 2002,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.238302032727498
Apr-Jun 2002,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.36125860515742
Jul-Sep 2002,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.344896007555704
Oct-Dec 2002,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.409346559684504
Jan-Mar 2003,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.316120652479208
Apr-Jun 2003,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.665086821008362
Jul-Sep 2003,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.69531154461105
Oct-Dec 2003,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.276122637839737
Jan-Mar 2004,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.207500926428455
Apr-Jun 2004,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.370768321444421
Jul-Sep 2004,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.852803378378665
Oct-Dec 2004,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.409476351406228
Jan-Mar 2005,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.154902041443545
Apr-Jun 2005,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.517317157203143
Jul-Sep 2005,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.763239391125719
Oct-Dec 2005,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.686585434537353
Jan-Mar 2006,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.107548923333555
Apr-Jun 2006,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.130439761273912
Jul-Sep 2006,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.133011142168893
Oct-Dec 2006,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.991349842525487
Jan-Mar 2007,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.19607146555029
Apr-Jun 2007,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.226324501427568
Jul-Sep 2007,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.591712332732097
Oct-Dec 2007,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.310464452992557
Jan-Mar 2008,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.231270594654742
Apr-Jun 2008,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.60650941411578
Jul-Sep 2008,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.47887397557449
Oct-Dec 2008,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.243386782894856
Jan-Mar 2009,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.775450225721078
Apr-Jun 2009,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.268737415826024
Jul-Sep 2009,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.032381290621043
Oct-Dec 2009,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.163004284335106
Jan-Mar 2010,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.877858779982866
Apr-Jun 2010,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.188736271973758
Jul-Sep 2010,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.467552504278475
Oct-Dec 2010,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.498153495253508
Jan-Mar 2011,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.254569863905942
Apr-Jun 2011,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.428540827710764
Jul-Sep 2011,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.845133529645189
Oct-Dec 2011,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.676554525883873
Jan-Mar 2012,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.329860254315324
Apr-Jun 2012,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.34476855135058
Jul-Sep 2012,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.922195688728149
Oct-Dec 2012,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.591326641335186
Jan-Mar 2013,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.570143086934362
Apr-Jun 2013,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.566219339407459
Jul-Sep 2013,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.938731129727014
Oct-Dec 2013,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.590024883069269
Jan-Mar 2014,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.392956355697972
Apr-Jun 2014,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.180176901580836
Jul-Sep 2014,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.110230857793324
Oct-Dec 2014,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.36187412185873
Jan-Mar 2015,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.350464954379474
Apr-Jun 2015,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.439138465040944
Jul-Sep 2015,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.742548312340514
Oct-Dec 2015,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.754965622723605
Jan-Mar 2016,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.085363708854356
Apr-Jun 2016,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.192622508900744
Jul-Sep 2016,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.818537949149393
Oct-Dec 2016,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.45977986142789
Jan-Mar 2017,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.83028454771982
Apr-Jun 2017,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.739463728434378
Jul-Sep 2017,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.690092837540567
Oct-Dec 2017,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.383841781560056
Jan-Mar 2018,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.098520145505812
Apr-Jun 2018,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.890844964835091
Jul-Sep 2018,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,9.723333475895265
Oct-Dec 2018,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.530869664877534
Jan-Mar 2019,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.82315387613058
Apr-Jun 2019,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.754953475081036
Jul-Sep 2019,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.090360244404689
Oct-Dec 2019,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.719177506682643
Jan-Mar 2020,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.574547261072656
Apr-Jun 2020,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.736288399841875
Jul-Sep 2020,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.131401649496878
Oct-Dec 2020,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.154379546628315
Jan-Mar 2021,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.745791950032151
Apr-Jun 2021,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,9.974087783739833
Jul-Sep 2021,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.701951613995275
Oct-Dec 2021,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.516145104475545
Jan-Mar 2022,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.369434174352007
Apr-Jun 2022,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.936858728814164
Jul-Sep 2022,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.90563413778009
Oct-Dec 2022,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.012124163106797
Jan-Mar 2023,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.424597303544564
Apr-Jun 2023,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.856798403066502
Jul-Sep 2023,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.637236449487604
Oct-Dec 2023,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.18794470832253
Jan-Mar 2024,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.14805529928983
Apr-Jun 2024,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.766162093420311
Jul-Sep 2024,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.981129778132368
Oct-Dec 2024,Men - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.417969504047223
Oct-Dec 2001,Men - SA,Aged 16-17,Young people who were NEET_Total,64.0
Jan-Mar 2002,Men - SA,Aged 16-17,Young people who were NEET_Total,70.0
Apr-Jun 2002,Men - SA,Aged 16-17,Young people who were NEET_Total,68.0
Jul-Sep 2002,Men - SA,Aged 16-17,Young people who were NEET_Total,75.0
Oct-Dec 2002,Men - SA,Aged 16-17,Young people who were NEET_Total,74.0
Jan-Mar 2003,Men - SA,Aged 16-17,Young people who were NEET_Total,86.0
Apr-Jun 2003,Men - SA,Aged 16-17,Young people who were NEET_Total,74.0
Jul-Sep 2003,Men - SA,Aged 16-17,Young people who were NEET_Total,79.0
Oct-Dec 2003,Men - SA,Aged 16-17,Young people who were NEET_Total,73.0
Jan-Mar 2004,Men - SA,Aged 16-17,Young people who were NEET_Total,68.0
Apr-Jun 2004,Men - SA,Aged 16-17,Young people who were NEET_Total,69.0
Jul-Sep 2004,Men - SA,Aged 16-17,Young people who were NEET_Total,71.0
Oct-Dec 2004,Men - SA,Aged 16-17,Young people who were NEET_Total,72.0
Jan-Mar 2005,Men - SA,Aged 16-17,Young people who were NEET_Total,72.0
Apr-Jun 2005,Men - SA,Aged 16-17,Young people who were NEET_Total,77.0
Jul-Sep 2005,Men - SA,Aged 16-17,Young people who were NEET_Total,87.0
Oct-Dec 2005,Men - SA,Aged 16-17,Young people who were NEET_Total,89.0
Jan-Mar 2006,Men - SA,Aged 16-17,Young people who were NEET_Total,82.0
Apr-Jun 2006,Men - SA,Aged 16-17,Young people who were NEET_Total,83.0
Jul-Sep 2006,Men - SA,Aged 16-17,Young people who were NEET_Total,81.0
Oct-Dec 2006,Men - SA,Aged 16-17,Young people who were NEET_Total,77.0
Jan-Mar 2007,Men - SA,Aged 16-17,Young people who were NEET_Total,74.0
Apr-Jun 2007,Men - SA,Aged 16-17,Young people who were NEET_Total,73.0
Jul-Sep 2007,Men - SA,Aged 16-17,Young people who were NEET_Total,65.0
Oct-Dec 2007,Men - SA,Aged 16-17,Young people who were NEET_Total,77.0
Jan-Mar 2008,Men - SA,Aged 16-17,Young people who were NEET_Total,64.0
Apr-Jun 2008,Men - SA,Aged 16-17,Young people who were NEET_Total,67.0
Jul-Sep 2008,Men - SA,Aged 16-17,Young people who were NEET_Total,64.0
Oct-Dec 2008,Men - SA,Aged 16-17,Young people who were NEET_Total,62.0
Jan-Mar 2009,Men - SA,Aged 16-17,Young people who were NEET_Total,63.0
Apr-Jun 2009,Men - SA,Aged 16-17,Young people who were NEET_Total,62.0
Jul-Sep 2009,Men - SA,Aged 16-17,Young people who were NEET_Total,52.0
Oct-Dec 2009,Men - SA,Aged 16-17,Young people who were NEET_Total,53.0
Jan-Mar 2010,Men - SA,Aged 16-17,Young people who were NEET_Total,54.0
Apr-Jun 2010,Men - SA,Aged 16-17,Young people who were NEET_Total,54.0
Jul-Sep 2010,Men - SA,Aged 16-17,Young people who were NEET_Total,52.0
Oct-Dec 2010,Men - SA,Aged 16-17,Young people who were NEET_Total,47.0
Jan-Mar 2011,Men - SA,Aged 16-17,Young people who were NEET_Total,55.0
Apr-Jun 2011,Men - SA,Aged 16-17,Young people who were NEET_Total,59.0
Jul-Sep 2011,Men - SA,Aged 16-17,Young people who were NEET_Total,64.0
Oct-Dec 2011,Men - SA,Aged 16-17,Young people who were NEET_Total,59.0
Jan-Mar 2012,Men - SA,Aged 16-17,Young people who were NEET_Total,53.0
Apr-Jun 2012,Men - SA,Aged 16-17,Young people who were NEET_Total,58.0
Jul-Sep 2012,Men - SA,Aged 16-17,Young people who were NEET_Total,47.0
Oct-Dec 2012,Men - SA,Aged 16-17,Young people who were NEET_Total,42.0
Jan-Mar 2013,Men - SA,Aged 16-17,Young people who were NEET_Total,44.0
Apr-Jun 2013,Men - SA,Aged 16-17,Young people who were NEET_Total,38.0
Jul-Sep 2013,Men - SA,Aged 16-17,Young people who were NEET_Total,34.0
Oct-Dec 2013,Men - SA,Aged 16-17,Young people who were NEET_Total,40.0
Jan-Mar 2014,Men - SA,Aged 16-17,Young people who were NEET_Total,30.0
Apr-Jun 2014,Men - SA,Aged 16-17,Young people who were NEET_Total,26.0
Jul-Sep 2014,Men - SA,Aged 16-17,Young people who were NEET_Total,29.0
Oct-Dec 2014,Men - SA,Aged 16-17,Young people who were NEET_Total,29.0
Jan-Mar 2015,Men - SA,Aged 16-17,Young people who were NEET_Total,31.0
Apr-Jun 2015,Men - SA,Aged 16-17,Young people who were NEET_Total,28.0
Jul-Sep 2015,Men - SA,Aged 16-17,Young people who were NEET_Total,31.0
Oct-Dec 2015,Men - SA,Aged 16-17,Young people who were NEET_Total,31.0
Jan-Mar 2016,Men - SA,Aged 16-17,Young people who were NEET_Total,36.0
Apr-Jun 2016,Men - SA,Aged 16-17,Young people who were NEET_Total,33.0
Jul-Sep 2016,Men - SA,Aged 16-17,Young people who were NEET_Total,33.0
Oct-Dec 2016,Men - SA,Aged 16-17,Young people who were NEET_Total,36.0
Jan-Mar 2017,Men - SA,Aged 16-17,Young people who were NEET_Total,31.0
Apr-Jun 2017,Men - SA,Aged 16-17,Young people who were NEET_Total,39.0
Jul-Sep 2017,Men - SA,Aged 16-17,Young people who were NEET_Total,40.0
Oct-Dec 2017,Men - SA,Aged 16-17,Young people who were NEET_Total,34.0
Jan-Mar 2018,Men - SA,Aged 16-17,Young people who were NEET_Total,36.0
Apr-Jun 2018,Men - SA,Aged 16-17,Young people who were NEET_Total,35.0
Jul-Sep 2018,Men - SA,Aged 16-17,Young people who were NEET_Total,21.0
Oct-Dec 2018,Men - SA,Aged 16-17,Young people who were NEET_Total,34.0
Jan-Mar 2019,Men - SA,Aged 16-17,Young people who were NEET_Total,33.0
Apr-Jun 2019,Men - SA,Aged 16-17,Young people who were NEET_Total,36.0
Jul-Sep 2019,Men - SA,Aged 16-17,Young people who were NEET_Total,47.0
Oct-Dec 2019,Men - SA,Aged 16-17,Young people who were NEET_Total,40.0
Jan-Mar 2020,Men - SA,Aged 16-17,Young people who were NEET_Total,40.0
Apr-Jun 2020,Men - SA,Aged 16-17,Young people who were NEET_Total,36.0
Jul-Sep 2020,Men - SA,Aged 16-17,Young people who were NEET_Total,28.0
Oct-Dec 2020,Men - SA,Aged 16-17,Young people who were NEET_Total,29.0
Jan-Mar 2021,Men - SA,Aged 16-17,Young people who were NEET_Total,24.0
Apr-Jun 2021,Men - SA,Aged 16-17,Young people who were NEET_Total,31.0
Jul-Sep 2021,Men - SA,Aged 16-17,Young people who were NEET_Total,23.0
Oct-Dec 2021,Men - SA,Aged 16-17,Young people who were NEET_Total,32.0
Jan-Mar 2022,Men - SA,Aged 16-17,Young people who were NEET_Total,42.0
Apr-Jun 2022,Men - SA,Aged 16-17,Young people who were NEET_Total,35.0
Jul-Sep 2022,Men - SA,Aged 16-17,Young people who were NEET_Total,26.0
Oct-Dec 2022,Men - SA,Aged 16-17,Young people who were NEET_Total,35.0
Jan-Mar 2023,Men - SA,Aged 16-17,Young people who were NEET_Total,27.0
Apr-Jun 2023,Men - SA,Aged 16-17,Young people who were NEET_Total,27.0
Jul-Sep 2023,Men - SA,Aged 16-17,Young people who were NEET_Total,36.0
Oct-Dec 2023,Men - SA,Aged 16-17,Young people who were NEET_Total,34.0
Jan-Mar 2024,Men - SA,Aged 16-17,Young people who were NEET_Total,39.0
Apr-Jun 2024,Men - SA,Aged 16-17,Young people who were NEET_Total,47.0
Jul-Sep 2024,Men - SA,Aged 16-17,Young people who were NEET_Total,52.0
Oct-Dec 2024,Men - SA,Aged 16-17,Young people who were NEET_Total,47.0
Oct-Dec 2001,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,46.0
Jan-Mar 2002,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,50.0
Apr-Jun 2002,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,49.0
Jul-Sep 2002,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,46.0
Oct-Dec 2002,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,52.0
Jan-Mar 2003,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,58.0
Apr-Jun 2003,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,49.0
Jul-Sep 2003,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,50.0
Oct-Dec 2003,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,48.0
Jan-Mar 2004,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,45.0
Apr-Jun 2004,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,46.0
Jul-Sep 2004,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,55.0
Oct-Dec 2004,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,46.0
Jan-Mar 2005,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,47.0
Apr-Jun 2005,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,50.0
Jul-Sep 2005,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,55.0
Oct-Dec 2005,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,56.0
Jan-Mar 2006,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,49.0
Apr-Jun 2006,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,45.0
Jul-Sep 2006,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,48.0
Oct-Dec 2006,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,40.0
Jan-Mar 2007,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,46.0
Apr-Jun 2007,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,48.0
Jul-Sep 2007,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,41.0
Oct-Dec 2007,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,45.0
Jan-Mar 2008,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,35.0
Apr-Jun 2008,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,36.0
Jul-Sep 2008,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,39.0
Oct-Dec 2008,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,36.0
Jan-Mar 2009,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,41.0
Apr-Jun 2009,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,34.0
Jul-Sep 2009,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,27.0
Oct-Dec 2009,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,33.0
Jan-Mar 2010,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,32.0
Apr-Jun 2010,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,29.0
Jul-Sep 2010,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,29.0
Oct-Dec 2010,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,25.0
Jan-Mar 2011,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,35.0
Apr-Jun 2011,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,42.0
Jul-Sep 2011,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,45.0
Oct-Dec 2011,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,34.0
Jan-Mar 2012,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,28.0
Apr-Jun 2012,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,32.0
Jul-Sep 2012,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,26.0
Oct-Dec 2012,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,23.0
Jan-Mar 2013,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,28.0
Apr-Jun 2013,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,21.0
Jul-Sep 2013,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,23.0
Oct-Dec 2013,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,25.0
Jan-Mar 2014,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,18.0
Apr-Jun 2014,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,11.0
Jul-Sep 2014,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,12.0
Oct-Dec 2014,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,16.0
Jan-Mar 2015,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,16.0
Apr-Jun 2015,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Jul-Sep 2015,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,16.0
Oct-Dec 2015,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Jan-Mar 2016,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Apr-Jun 2016,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,19.0
Jul-Sep 2016,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,20.0
Oct-Dec 2016,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,16.0
Jan-Mar 2017,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,14.0
Apr-Jun 2017,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,16.0
Jul-Sep 2017,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,15.0
Oct-Dec 2017,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,14.0
Jan-Mar 2018,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,14.0
Apr-Jun 2018,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,12.0
Jul-Sep 2018,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,8.0
Oct-Dec 2018,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,13.0
Jan-Mar 2019,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,7.0
Apr-Jun 2019,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,14.0
Jul-Sep 2019,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,24.0
Oct-Dec 2019,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,23.0
Jan-Mar 2020,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,21.0
Apr-Jun 2020,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,13.0
Jul-Sep 2020,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,5.0
Oct-Dec 2020,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,7.0
Jan-Mar 2021,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,5.0
Apr-Jun 2021,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,8.0
Jul-Sep 2021,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,11.0
Oct-Dec 2021,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,9.0
Jan-Mar 2022,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Apr-Jun 2022,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,12.0
Jul-Sep 2022,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,8.0
Oct-Dec 2022,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Jan-Mar 2023,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,7.0
Apr-Jun 2023,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,8.0
Jul-Sep 2023,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,12.0
Oct-Dec 2023,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,8.0
Jan-Mar 2024,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,9.0
Apr-Jun 2024,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Jul-Sep 2024,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,20.0
Oct-Dec 2024,Men - SA,Aged 16-17,Young people who were NEET_Unemployed,25.0
Oct-Dec 2001,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,18.0
Jan-Mar 2002,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,20.0
Apr-Jun 2002,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Jul-Sep 2002,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,30.0
Oct-Dec 2002,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,22.0
Jan-Mar 2003,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,27.0
Apr-Jun 2003,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,25.0
Jul-Sep 2003,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,28.0
Oct-Dec 2003,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,25.0
Jan-Mar 2004,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,23.0
Apr-Jun 2004,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,23.0
Jul-Sep 2004,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,17.0
Oct-Dec 2004,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,26.0
Jan-Mar 2005,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,25.0
Apr-Jun 2005,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,27.0
Jul-Sep 2005,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,32.0
Oct-Dec 2005,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,33.0
Jan-Mar 2006,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,34.0
Apr-Jun 2006,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,38.0
Jul-Sep 2006,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,33.0
Oct-Dec 2006,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,37.0
Jan-Mar 2007,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,28.0
Apr-Jun 2007,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,25.0
Jul-Sep 2007,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,25.0
Oct-Dec 2007,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,32.0
