REF_AREA,STRUCTURE_NAME,MEASURE,UNIT_MEASURE,FREQUENCY,TIME_PERIOD,OBS_VALUE
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2005,23.049849072
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,7.4813619094
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,16.065345103
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,8.3653043433
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,10.911874609
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,4.6005675689
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,22.531502143
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,7.9094964591
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2007,16.78715351
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2007,8.3624468453
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,11.536873475
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,4.8628235857
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2007,23.863155026
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,8.473158376
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2008,16.513274893
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2008,8.2674489478
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,12.748756492
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,4.7180626071
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2008,23.755271283
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,8.4821194944
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2009,16.684708904
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2009,8.5684999261
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,11.512054152
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,5.5652577103
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2009,24.497997861
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,8.1230187803
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,17.158169256
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,8.9449863869
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,10.906638675
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,5.509900309
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,24.868280792
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,9.2710425374
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,16.896188342
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,9.2495234273
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,13.082314495
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,5.592406965
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,24.276463501
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,8.9133802316
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,16.369715057
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,8.8040190492
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,12.308192968
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,5.663316541
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,23.612822645
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,9.0722522287
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,15.920686599
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,8.7782463832
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,12.5369299
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,5.6410543962
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,22.994108056
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,8.4490740741
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,16.563132383
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,9.2683712967
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,11.664453822
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,5.2676851238
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,23.780579681
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,7.7681757998
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,17.04594399
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,10.41161726
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,10.347695103
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,5.2894103729
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,23.421139441
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,7.0758681085
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,16.592618562
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,10.635095416
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,9.6263215617
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,4.5927953862
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,22.392730182
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,7.5530856662
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,17.300741532
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,11.175190108
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,10.525414838
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,4.7406457148
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,23.096796725
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,7.316962611
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,16.950368507
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,10.33256081
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,11.235638459
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,5.4229637405
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,23.654681574
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,8.6271557167
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,16.99991082
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,10.658580688
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,12.496811319
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,5.0115748971
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,22.924880366
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,8.3592936194
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,17.167463232
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,10.325241869
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,11.278850382
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,5.7169172207
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,23.360152262
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,8.8708691219
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,16.653165354
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,10.672553037
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,12.392604251
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,5.5758200312
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,22.248798822
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,9.8808198006
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,12.804033767
FIN,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,7.0683950849
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,21.5339305
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,15.837801337
FIN,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,9.9172242432
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,7.2156862745
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,20.999942005
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,14.999553323
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,12.878787879
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,4.7777777778
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,23.999911078
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,6.4691358025
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,19.999982495
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,13.999966936
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,7.9841269841
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,5.5376344086
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,23.99984075
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,5.7916666667
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,21.999938073
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,14.999955627
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,7.3846153846
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,4.5757575758
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,25.999947693
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,7.1904761905
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,20.999894675
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,14.99967917
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,9.8666666667
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,5.3063063063
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,24.999917758
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,7.7356321839
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,20.999974339
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,15.999648405
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,10.378787879
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,5.7886178862
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,25.999839946
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,17.37936279
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,10.455969878
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,6.2968105565
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,8.1169252231
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,27.036902641
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,22.012117293
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,6.164230409
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,8.0976394962
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,26.262225728
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,21.087952877
FRA,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,10.067636401
FRA,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,17.365712326
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1970,60.714693584
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1970,8.6463038635
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1971,57.805289872
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1971,8.1734894874
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1972,56.952358944
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1972,8.3406333804
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1973,58.760039272
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1973,8.5685771781
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1974,55.375720371
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1974,7.8965872466
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1975,47.317761653
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1975,7.8956250704
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1976,42.488387113
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1976,8.1186806272
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1977,39.236833589
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1977,7.5535103136
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1978,41.722155622
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1978,7.8529137
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1979,42.563295854
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1979,8.2666108825
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1980,41.126997133
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1980,8.3403760477
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1981,39.724240446
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1981,8.7284614393
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1982,39.677869058
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1982,8.8418233928
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1983,38.380121123
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1983,9.2074638764
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1984,39.496893713
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1984,9.8038682126
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1985,39.289473179
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1985,9.9593356089
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1986,39.052796055
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1986,10.55741319
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1987,38.795393892
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1987,11.089324654
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1988,38.721099626
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1988,11.454780645
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1989,37.830003867
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1989,11.844946597
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1990,36.86013778
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1990,11.970688542
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1991,34.504929132
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1991,12.191447387
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1992,34.235561914
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1992,12.552077862
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1993,33.317643493
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1993,12.747284407
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1994,32.897335909
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1994,12.866438391
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1995,32.970984531
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1995,13.591130135
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1996,32.403054588
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1996,13.553353566
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,28.4
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1997,25.2
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,32.232673793
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,13.434993032
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1998,28.5
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1998,25.5
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1998,32.511849653
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1998,13.773455746
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1999,28.5
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1999,25.4
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1999,31.141855856
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1999,13.429861342
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2000,28.4
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2000,25.7
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2000,31.615794682
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2000,13.719095396
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,28.4
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2001,26
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,31.637734428
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,14.009033825
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,28.5
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,25.9
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,31.137096015
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,13.929019672
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,28.2
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2003,26
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,30.6548506
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,13.963175012
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,28.2
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2004,26.1
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,30.198924172
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,14.427321818
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,28.6
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2005,26.7
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,29.526517755
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,15.223926564
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,28.4
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,26.5
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,29.158998132
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,15.381802839
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,28.4
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2007,26.3
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,29.143444795
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,15.15476829
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,28.4
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2008,26.7
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,29.57808857
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,15.882419953
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,28.2
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2009,26.5
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,28.515643809
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,15.54774031
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,28.7
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,26.5
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,28.130147164
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,15.900929745
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,28.8
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,26.9
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,27.450110865
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,16.170811825
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,28.7
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,26.7
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,27.121907866
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,16.191918236
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,28.7
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,26.6
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,27.356020942
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,16.113921679
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,28.9
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,26.4
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,27.036984554
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,16.06284658
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,28.5
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,26.1
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,26.708074534
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,15.535968661
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,27.5
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,26
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,25.868149756
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,14.918310865
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,27.2
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,25.9
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,25.573333333
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,14.649960571
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,27.3
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,25.7
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,25.43092018
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,14.694773825
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,26.5
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,25.5
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,13.77
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,24.3
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,26.8
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2020,25.9
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,22.27
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,18.02
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,25.4
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,24.9
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,13.03
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,21.69
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,24.7
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,24
GBR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,23.5
GBR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,23.1
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,12.333333333
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,26.99912075
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,14.998652449
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,17.111111111
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,9.6666666667
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,33.999355066
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,15.777777778
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,20.999701255
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,10.999721733
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,20.148148148
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,12.333333333
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,27.999701255
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,12.547619048
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,18.998999034
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,11.99577486
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,15.119047619
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,10.509803922
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,24.999171471
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,15.960784314
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,20.999756735
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,14.99966736
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,16.725490196
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,15.266666667
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,25.999756735
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,16.428571429
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,25.999973136
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,21.999992325
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,18.058823529
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,29.999844707
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,15.2
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,10.544512802
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,11.980198609
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,8.9776905095
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,36.524791427
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,21.050891344
GRC,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,28.968136941
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,9.1491731284
GRC,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,10.658246282
